Institute Name,Course Name
,- B.Tech.(Electrical and Electronics Engineering)
,- Master Of Business Administration
,- B.Tech.(Electrical Engineering)
,- B.Tech.(Electronics and Communication Engineering)
,
Subharti Institute of Technology and Engg,- Bachelor of Technology (Electronics & Communication Engineering)
,- Bachelor of Technology (Computer Science & Engineering)
,- Bachelor of Technology (Mechanical Engineering )
,- Master of Business Administration
,- Bachelor of Technology (Information Technology)
,- Bachelor of Technology (Electrical & Electronics Engineering)
,
National Institute of Technology Agartala,- Bachelor of Technology (Chemical Engineering )
,- Bachelor of Technology (Civil and Transportation Engineering)
,- Bachelor of Technology (Computer Science and Engineering )
,- Bachelor of Technology (Electrical Engineering )
,- Bachelor of Technology (Electronics and Instrumentation Engineering )
,- Master of Technology (Civil Engineering )
,- Master of Technology (Electrical Engineering)
,- Master of Technology (Thermal Science and Engineering)
,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Technology (Production Engineering )
,- Master of Technology (Structural Engineering)
,- Bachelor of Technology (Mechanical Engineering )
,- Master of Technology (Mechanical Engineering)
,- Master of Computer Application
,- Bachelor of Technology (Electronics And Telecommunication Engineering )
,
Forte Institute of Technology,- Bachelor of Computer Application
,- B.Tech. (Civil Engineering)
,- B.Tech.( Mechanical Engineering)
,- Master Of Business Administration
,- Bachelor of Business Administration
,- Master Of Computer Application
,
Central Institute Of Plastic Enginerring & Technology,- Master of Technology in Plastics Engineering/Technology
,- Master of Engineering in CAD/CAM
,- Diploma in Plastics Technology
,- Master of Technology in Polymer Nano Technology
,- Diploma in Plastics Mould
,- Postgraduate Diploma in Plastics Processing and Testing
,- Bachelor of Technology in Plastics Engineering/Technology
,- Post Diploma in Plastics Mould Technology
,- Post Diploma in Plastics Technology
,
Institute of Engineering and Technology,- B.Tech.(Electronics and Communication Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Civil Engineering)
,- B.Tech.(Computer Science and Engineering)
,- B.Tech. (Information Technology)
,- Master Of Business Administration
,- B.Tech. (Electrical and Electronics Engineering)
,
Sardar Patel Institute of Technology,- Bachelor Of Engineering (Electronic)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Computer)
,- Master Of Computer Application
,- Master Of Engineering (Elect. & Telecomm.)
,
A. C. Patil College of Engineering,- Bachelor Of Engineering (Electronics & Tele-Communication Engineering)
,- Master Of Business Administration
,- Master Of Computer Application
,- Bachelor Of Engineering (Electronics)
,- Bachelor Of Engineering (Infomation Technology)
,- Bachelor Of Engineering (Instrumentation)
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electrical)
,
North Maharashtra University,- Bachelor Of Technology(Food Technology)
,- Master Of Technology(Chemical Engineering)
,- Master Of Technology(Polymer Technology)
,- Master Of Science(Computer Science)
,- Master Of Computer Application
,- Master Of Art(English)
,- Master Of Science(Organic Chemistry)
,- Master Of Physical Education
,- Master Of Art(Music)
,- Master Of Art(Drama)
,- Bachelor Of Technology(Chemical Engineering)
,- Bachelor Of Technology(Paints Technology)
,- Bachelor Of Technology(Plastic Technology)
,- Master Of Business Administration
,- Master Of Art(Philosophy)
,- Bachelor Of Business Management
,- Master Of Education
,- Master Of Science(Information Technology)
,- Master Of Law
,
Fr. C. Rodrigues Institute of Technology,- Bachelor Of Engineering (Electronic)
,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Comptuer)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Information Technology)
,
Shri Ram Institute Of Technology,- Bachelor Of Engineering (Electronics and Communication)
,- Bachelor Of Engineering (Electrical and Electronics)
,- Bachelor Of Engineering (Mechanical)
,- Master Of Business Administration
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Information Technology)
,- Master Of Computer Application
,
Sardar Patel College of Engineering,- Bachelor Of Engineering(Mechanical Engineering)
,- Master Of Engineering(Hydraulics)
,- Bachelor Of Engineering(Structural Engineering)
,- Bachelor Of Engineering(Electrical Engineering)
,- Master Of Engineering(Environmental Engineering)
,- Bachelor Of Engineering(Civil Engineering)
,- Master Of Engineering(Structural Engineering)
,- Master Of Engineering(Machine Design)
,
Sandip Institute of Technology & Research Center,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Information Technology)
,- Master Of Business Administration
,- Bachelor Of Engineering (Mechanical )
,
Fr. Conceicao Rodrigues College of Engineering,- Bachelor Of Engineering(Information Technology )
,- Master Of Engineering (Mechanical Engineering)
,- Master Of Engineering (Production Engineering) Part Time
,- Bachelor Of Engineering(Computer Engineering)
,- Master Of Engineering(Electronics Engineering)
,- Bachelor Of Engineering(Production Engineering)
,- Bachelor Of Engineering(Electronics Engineering)
,
St. Vincent Pallotti College of Engineering & Technology,- Bachelor Of Engineering(Electrical Engineering)
,- Bachelor Of Engineering(Mechanical Engineering)
,- Bachelor Of Engineering(Computer Engineering)
,- Bachelor Of Engineering(Information Technology)
,- Bachelor Of Engineering(Electronics & Telecommunication Engineering)
,
Bms College of Engineering,- Bachelor of Architecture (B.Arch)
,- Bachelor of Engineering (Information Science & Engineering)
,- Bachelor of Engineering (Electrical & Electronics Engineering)
,- Bachelor of Engineering (Instrumentation Engineering)
,- Bachelor of Engineering (Medical Electronics)
,- Bachelor of Engineering (Telecommunication Engineering)
,- Bachelor of Engineering (Electronics & Communication Engineering)
,- Bachelor of Engineering(BioTechnology)
,- Bachelor of Engineering (Computer Science & Engineering)
,- Bachelor of Engineering (Mechanical Engineering)
,- Bachelor of Engineering (Chemical Engineering)
,- Bachelor of Engineering (Industrial Engineering & Management)
,- Bachelor of Engineering (Civil Engineering)
,
NRI Institute Of Information Science & Technology,- Bachelor Of Engineering (Electronics & Electronics)
,- Master Of Technology (Information Technology)
,- Master Of Computer Application
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Mechanical)
,- Master Of Technology (Computer)
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Civil)
,- Bachelor Of Engineering (Electronics & Communication)
,
Samrat Ashok Technological Institute,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Electrical)
,- Bachelor Of Engineering (Electronics & Instrumentation Engineering )
,- Bachelor Of Engineering (Biomedical)
,- Bachelor Of Engineering (Computer)
,- Master Of Technology (Computer)
,- Master Of Technology (Information Technology)
,- Master Of Business Administration
,- Bachelor Of Engineering (Civil)
,- Master Of Computer Application
,- Bachelor Of Engineering (Electronics & Communication)
,- Bachelor Of Engineering (Information Technology)
,
Amruta Vaishnavi Education and Welfare Trusts Shatabdi Institute of engineering and Research,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electrical)
,- Bachelor Of Engineering (Electronics and Telecommunication Engineering)
,
Amity School of Engineering & Technology,- B. Tech (Information Technology)
,- B.Tech.Electronics & Communication Engg.
,- B. Tech (Computer Science & Engg)
,- B. Tech (Mechanical & Automation Engg.)
,
Mahakal Institute Of Technology,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electronics & Communication)
,- Bachelor Of Engineering (Electrical)
,- Bachelor Of Engineering (Civil)
,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Information Technology)
,
Maharana Pratap College of Technology,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Electrical)
,- Master of Computer Application
,- Master Of Business Administration
,- Bachelor Of Engineering (Electronics & Communication Engg)
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Computer)
,
Basaveshwar Engineering College,- Bachelor of Engineering (Electronics and Communication Engineering)
,- Master of Computer Application
,- Master Of Science (Electronics & Communication Engineering)
,- Bachelor of Engineering (Civil)
,- Master Of Technology (Digital Communication)
,- Bachelor of Engineering (CSE)
,- Bachelor of Engineering (Instrumentation Technology)
,
K.J. Somaiya Institute of Engineering and Information Technology,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electronic)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,
Sakthi Mariamman Engineering College,- Bachelor Of Engineering(Elect. & Comm. Engg.)
,- Master Of Computer Application
,- Bachelor Of Engineering(Comp. Sc Engg)
,- Bachelor Of Engineering(IT)
,- Bachelor Of Engineering(Electri & Electro Engg)
,- Master Of Business Administration
,
Gojan School of Business and Technology,- Bachelor of Education
,- Bachelor of Technology(IT)
,- Bachelor Of Technology(Comp.Sc.Engg.)
,- Bachelor of Technology(Elect&Commun Engg)
,- Bachelor of Technology(Mechanical Engin)
,- Bachelor of Technology(Elect&Electr Engg)
,- Master Of Business Administration
,
Shri Govindram Seksaria Institute of Technology of Science,- Bachelor Of Engineering (Biomedical)
,- Bachelor Of Engineering (Mechanical)
,- Master Of Engineering (Electrical)
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Computer)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Master Of Engineering (Computer)
,- Master Of Engineering (Electronics & Telecommunication)
,- Master Of Computer Application
,- Bachelor Of Engineering (Electrical)
,- Master Of Engineering (Industrial & Production Engineering)
,- Bachelor Of Engineering (Industrial & Production Engineering)
,- Master Of Engineering (Mechanical)
,
Konkan Gyanpeeth College of Engineering,- Bachelor Of Engineering (Comptuer)
,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Instrumentation)
,- Bachelor Of Engineering (Production)
,
Datta Meghe College Of Engineering,- Bachelor Of Engineering(Civil Engineering)
,- Bachelor Of Engineering(Computer Engineering)
,- Master Of Engineering(Computer Engineering)
,- Bachelor Of Engineering(Electronics Engineering)
,- Bachelor Of Engineering(Information Technology)
,- Bachelor Of Engineering(Mechanical Engineering)
,- Master Of Engineering(Civil Engineering)
,- Bachelor Of Engineering(Chemical Engineering)
,
Rajendra Mane College of Engineering & Technology,- Bachelor Of Engineering (Automobile)
,- Bachelor Of Engineering (Information Technology)
,- Master Of Business Administration
,- Bachelor Of Engineering (Mechanical)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Computer)
,
Bapurao Deshmukh College of Engineering,- Bachelor Of Engineering(Civil Engineering)
,- Bachelor Of Engineering(Computer Engineering)
,- Bachelor Of Engineering(Electrical Engineering)
,- Bachelor Of Engineering(Electronics and Telecommunication Engineering)
,- Master Of Engineering(Electronics Engineering)
,- Bachelor Of Engineering(Electronics Engineering)
,- Bachelor Of Engineering(Information Technology)
,- Bachelor Of Engineering(Mechanical Engineering)
,- Master Of Business Administration
,
Rachana Sansad's Academy of Architecture,- Bachelor Of Architecture
,
GKM College of Engineering & Technology,- Bachelor Of Engineering(Mechanical Engineering)
,- Bachelor Of Engineering(Comp Sc. Engg)
,- Bachelor Of Engineering(Marine Eng)
,- Bachelor Of Technology(Information Technology)
,- Master of Science(IT)
,- Master Of Business Administration
,- Master Of Computer Application
,- Bachelor Of Engineering(Elect and Electr Engineering)
,- Bachelor Of Engineering(Elect. & Comm)
,- Bachelor Of Engineering(Aeronautical Engg)
,- Bachelor Of Engineering(Civil Engg)
,
Rama Institute of Engineering and Technology,- Bachelor of Medicine and Bachelor of Surgery
,- Bachelor of Dental Surgery (B.D.S.)
,- Master of Dental Surgery
,- Master of Business Administration
,- Bachelor of Technology (Electrical)
,- Master of Computer Applications
,- Post Graduate Diploma in Management
,
Shree Motilal Kanhaiyalal Fomra Institute of Technology,- Bachelor Of Engineering( Elect and Electr Engg)
,- Master Of Engineering(Comp Sc& Engg)
,- Bachelor Of Engineering(Bio-Madical Engg)
,- Master Of Computer Application
,- Bachelor Of Engg(Comp. Engg.)
,- Bachelor Of Engineering(Elect. & Comm. Engg)
,- Bachelor Of Technology(IT)
,- Master Of Business Administration
,- Bachelor Of Engineering(Mech Engg)
,- Master Of Engineering(Vlsi Design)
,
Thakur College of Engineering and Technology,- Bachelor Of Engineering (Computer)
,- Master Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Electronics & Telecommunication)
,- Bachelor Of Engineering (Information Technology)
,- Bachelor Of Engineering (Electronic)
,
"Rajiv Gandhi College of Engineering, Research & Technology",- Bachelor Of Engineering(Computer Technology )
